NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
S2802869E,Brayden,Meyering,MeyerinBray@live.gov,1986-12-31,34286,Male,White,Unknown,Married-civ-spouse,250.00
S5810493J,Rene,Chhom,ChhRe@hotmail.co.uk,1977-12-15,32234,Female,White,Unknown,Divorced,V70.0
G8057661R,Galen,Samuels,Galen@hotmail.gov,1991-07-27,33572,Male,White,Unknown,Never-married,V58.69
G1314403Q,Tevin,Cahal,CaTevi@hotmail.gov,1983-09-14,34990,Male,White,Other,Married-civ-spouse,272.4
F6522942X,Robin,Gayler,GayleRobin@outlook.co.uk,1975-08-26,33013,Male,White,,Never-married,401.1
S1701656C,Christa,Dettman,Ch@live.co.uk,1966-01-20,33825,Male,White,,Divorced,250.00
G7409696N,Henry,Chavous,ChavouHen@outlook.co.uk,1972-04-02,33981,Male,White,,Married-civ-spouse,250.00
T1765991Z,Janette,Scalzi,ScaJanette@hotmail.gov,1989-02-25,32738,Male,White,Unknown,Never-married,V58.69
S0322243H,Kala,Reitter,ReitKa@hotmail.co.uk,1989-11-04,34113,Male,Asian,,Never-married,401.1
G7243323T,Kyle,Hazlewood,HazlKyl@live.com,1958-12-15,33026,Male,White,Assembly of God,Married-civ-spouse,272.4
G9728646U,Omari,Ferrero,Ferre@hotmail.com,1991-10-24,33055,Male,White,Unknown,Never-married,401.1
T0662396D,Kaden,Brito,Ka@gmail.com,1985-10-03,32311,Female,American Indian,Unknown,Married-civ-spouse,401.9
F9058840X,Esteban,Krough,KrouEsteb@gmail.co.uk,1977-08-16,33613,Male,White,Unknown,Married-civ-spouse,V70.0
G7284689M,Morgan,Smelko,SmelkMorgan@live.gov,1961-07-29,32836,Male,White,,Married-civ-spouse,250.00
F1527314M,Selina,Taormina,TaormS@live.co.uk,1994-04-05,32626,Female,White,,Never-married,427.31
F3293915P,Elvis,Newsome,Newsome@outlook.com,1972-08-10,33433,Male,White,,Separated,250.00
T0206038H,Clarence,Naughton,NaClar@gmail.com,1975-04-29,32723,Female,White,Unknown,Married-civ-spouse,427.31
T6703799E,Emma,Przedwiecki,PEmma@gmail.com,1972-03-04,34638,Female,White,Unknown,Divorced,427.31
F7847013P,Wayne,Holway,Way@gmail.com,1955-03-05,33913,Male,White,Unknown,Married-civ-spouse,311
G6800238U,Armando,Mehr,MehrAr@hotmail.gov,1984-11-13,33463,Male,White,Nonreligious,Married-civ-spouse,250.00
S5874437I,Liliana,Scrivner,ScrivneLilia@hotmail.gov,1981-08-31,33444,Male,White,Roman Catholic,Married-civ-spouse,272.4
T0311217I,Jessica,Veve,VJe@gmail.co.uk,1988-09-08,33573,Male,White,,Married-civ-spouse,250.00
T0219385Z,Christiana,Hardee,HarC@gmail.co.uk,1959-12-12,32792,Male,Asian,,Married-civ-spouse,250.00
S3438340E,Skye,Mccranie,McSkye@outlook.com,1984-07-03,33765,Male,White,Unknown,Married-civ-spouse,401.9
T9147927C,Silas,Bircher,BiSila@hotmail.gov,1970-12-13,34974,Female,Black,Unknown,Never-married,427.31
S6543697C,Myranda,Monsegur,Monsegu@outlook.com,1990-11-12,32703,Female,White,,Married-civ-spouse,V58.69
F5912451W,Destin,Behnke,Behnke@live.co.uk,1973-11-18,33880,Male,White,,Married-civ-spouse,401.1
T3791087B,Davis,Groot,GD@outlook.gov,1954-12-10,33428,Female,White,,Divorced,401.1
F1869966N,Alana,Shur,ShurAlan@outlook.gov,1956-02-23,33860,Male,Asian,Unknown,Married-civ-spouse,272.4
F5772565Q,Samuel,Stoudenmire,StoudenmireS@live.gov,1949-06-12,33144,Female,White,Buddhist,Divorced,530.81
T8828132B,Kory,Honeysucker,HoneysuckKor@outlook.co.uk,1997-09-16,32832,Female,Black,Unknown,Never-married,530.81
T6455254F,Mara,Bernot,BerMara@live.gov,1961-02-01,32836,Female,White,,Never-married,V70.0
G5187393U,Shania,Ohlinger,OhlS@live.com,1968-11-11,33472,Male,White,Nonreligious,Married-civ-spouse,401.1
T5536744B,Shawna,Steadman,SteadSh@outlook.co.uk,1997-08-04,33410,Female,White,,Never-married,401.9
S0841030E,Nigel,Culpit,CulpitN@hotmail.co.uk,1997-04-03,33179,Female,White,,Never-married,401.1
S9367739J,Reyna,Anglada,Ang@outlook.com,1973-07-12,33543,Female,White,,Divorced,401.9
G8566032L,Cortez,Viker,VikerCo@outlook.com,1985-04-13,33813,Female,White,,Married-civ-spouse,401.1
F9021905R,Betsy,Beazley,BeazleBet@hotmail.com,1951-07-14,34947,Female,White,Unknown,Married-civ-spouse,250.00
S5453816B,Keila,Langhans,LanghaKe@gmail.com,1984-12-31,33009,Female,White,Unknown,Never-married,530.81
T1094858D,Phoebe,Letteney,LPh@live.co.uk,1980-11-22,33993,Male,White,Unknown,Married-civ-spouse,244.9
S7641468H,Ann,Nickless,Nic@live.gov,1975-11-17,32738,Male,White,,Married-civ-spouse,272.4
F0055668T,Drew,Helstad,HelstadDrew@gmail.co.uk,1983-02-19,32837,Male,White,Unknown,Married-civ-spouse,311
T4680255A,Patricia,Marchitto,MarchiPatricia@live.co.uk,1944-11-30,34683,Male,White,Unknown,Divorced,530.81
G4713850R,Phoebe,Fergurson,Ph@hotmail.com,1982-11-23,33458,Male,White,Christian,Married-civ-spouse,V70.0
S9395558G,Vance,Branden,BrVan@hotmail.co.uk,1989-06-29,33161,Male,White,Unknown,Never-married,401.9
F1091162K,Misty,Nooe,NooMi@gmail.com,1941-10-03,33133,Male,White,,Never-married,530.81
T8529190D,Trevon,Karlovich,KarloTrevo@outlook.co.uk,1977-10-26,33431,Female,White,,Widowed,250.00
G6701105T,Haleigh,Barco,BHale@live.gov,1965-04-21,33155,Male,White,Other,Married-civ-spouse,311
T1395823H,Ignacio,Deloy,DeloIgna@hotmail.com,1969-01-26,32714,Male,White,Other,Married-civ-spouse,427.31
G9482319Q,Agustin,Canela,Agustin@hotmail.gov,1985-11-05,34473,Male,White,Unknown,Never-married,311
F9548300M,Cordell,Hambley,HambCordell@gmail.com,1976-05-08,33177,Female,White,Unknown,Never-married,V70.0
S3242227F,Carlee,Salada,SalCa@outlook.co.uk,1968-04-13,33055,Female,White,,Divorced,V70.0
G3418482T,Damon,Juneja,JDamo@outlook.co.uk,1980-10-24,33852,Male,Black,Protestant,Never-married,244.9
G8472125P,Cheyanne,Brochure,BrochureCh@hotmail.co.uk,1998-11-25,33870,Male,White,Unknown,Never-married,401.1
S0056647J,Ann,Troilo,TroiloAn@outlook.gov,1983-03-16,33147,Female,White,Christian,Never-married,401.9
T9825176F,Braydon,Pintar,PinBraydo@live.gov,1982-10-16,32221,Male,White,,Married-civ-spouse,401.9
G8368533Q,Ayana,Acor,AcAyana@outlook.com,1965-11-28,32720,Male,White,Unknown,Married-civ-spouse,401.9
F8064169U,Ulysses,Mincey,Uly@outlook.com,1977-04-17,33062,Female,White,Unknown,Divorced,401.1
T3181997J,Dionte,Kubsch,@outlook.com,1996-01-18,34736,Male,White,,Never-married,401.9
T6054037C,Myles,Rydolph,RydolphM@outlook.co.uk,1949-06-10,33914,Female,Black,,Divorced,427.31
F1621504W,John,Henigan,HenigaJoh@live.com,1974-09-10,33418,Female,White,Nonreligious,Never-married,427.31
F7269819M,Jonathon,Colborn,Colbor@outlook.gov,1957-03-15,32210,Male,White,Unknown,Married-civ-spouse,401.9
G5178941P,Kylie,Pitorak,PitorakKylie@outlook.gov,1985-07-15,32333,Male,Black,,Never-married,272.4
G3232469W,Cody,Dunderman,DundermaC@hotmail.com,1997-11-20,32536,Female,Black,Roman Catholic,Never-married,401.9
G8808838R,Antonio,Niewieroski,NiewierA@live.gov,1969-04-30,33611,Female,White,Baptist,Divorced,311
G5158133N,Issac,Bejcek,BejcIssa@outlook.co.uk,1948-01-28,34293,Male,White,Church of God in Christ,Married-civ-spouse,244.9
T2559220D,Cora,Menter,Co@hotmail.gov,1986-02-14,33764,Male,White,,Married-civ-spouse,244.9
G6594690N,Karla,Konigsberg,KoK@live.co.uk,1982-07-21,34606,Male,White,Christian,Never-married,401.9
T4370510E,Kyler,Dubard,Du@outlook.com,1967-05-25,32763,Male,White,,Married-civ-spouse,401.9
S8109240J,Donna,Flythe,FlythDo@hotmail.gov,1978-08-03,34667,Male,White,Unknown,Married-civ-spouse,401.9
S8976488B,Kaela,Seese,SKae@gmail.com,1956-04-01,33908,Male,White,Unknown,Married-civ-spouse,250.00
T7760006Z,Darcy,Benzee,BenzDarcy@outlook.co.uk,1965-09-26,33177,Male,White,Unknown,Married-civ-spouse,V70.0
F3477200L,Quintin,Helmen,HelmenQui@hotmail.gov,1992-04-27,34242,Male,White,Baptist,Never-married,250.00
T0789927J,Byron,Shird,@gmail.com,1998-04-20,32250,Female,Black,,Never-married,250.00
S2402980H,Madelyn,Idell,IM@gmail.com,1992-05-17,34741,Female,White,Unknown,Never-married,V58.69
T5809397A,Alton,Hemming,HemminAl@hotmail.gov,1995-07-18,32162,Male,White,Nonreligious,Married-civ-spouse,272.4
S0718099C,Tanner,Treon,Tan@outlook.co.uk,1968-08-23,32812,Female,White,,Married-civ-spouse,401.9
T2420126J,Morris,Fears,Morr@live.co.uk,1964-03-23,32301,Female,White,,Married-civ-spouse,244.9
G7015745N,Brad,Anick,AnicBrad@outlook.gov,1968-02-20,34667,Male,White,Nonreligious,Divorced,311
G8500657Q,Dimitri,Stillwagon,StiDimitri@live.gov,1976-09-24,34229,Male,White,Lutheran,Married-civ-spouse,401.1
S5482141G,Kailyn,Miyashita,MiyKailyn@outlook.gov,1987-10-16,33813,Female,White,Protestant,Divorced,250.00
G8207026P,Kacie,Merganthaler,MergaKacie@gmail.com,1996-12-28,32409,Female,White,,Never-married,V58.69
S8669035G,Pablo,Daffern,DaffePablo@live.com,1985-12-12,32040,Female,White,,Divorced,401.9
G3447907X,Gretchen,Isby,Gretc@outlook.gov,1986-10-16,34233,Male,White,Christian,Married-civ-spouse,272.4
G0674308X,Essence,Raisch,RaisEssen@gmail.com,1986-06-21,34491,Male,White,Roman Catholic,Never-married,272.4
G8505874Q,Riley,Risser,RisR@live.com,1965-05-02,34953,Female,White,Baptist,Never-married,250.00
G2655139X,Jaylon,Skibo,Jayl@live.co.uk,1987-11-12,33025,Female,White,Nonreligious,Divorced,250.00
S9223232H,Elisha,Piepho,Piep@outlook.com,1960-11-19,33573,Male,White,Unknown,Never-married,401.9
G3795183T,Alena,Imming,Ale@outlook.co.uk,1970-01-05,34797,Female,White,Nonreligious,Separated,311
S8049161A,Garett,Koretsky,KoretskG@outlook.gov,1975-04-19,33548,Female,White,Unknown,Separated,311
S0610401J,Celeste,Kerr,Kerr@outlook.co.uk,1987-08-22,33919,Female,White,Lutheran,Never-married,427.31
F3019952U,Ruben,Speilman,S@gmail.com,1968-03-13,32266,Male,Asian,,Married-civ-spouse,244.9
F6056654L,Maegan,Salvatori,SalvatMaeg@hotmail.com,1982-12-24,32119,Female,White,,Divorced,427.31
S7876816I,Kane,Sayyed,@live.co.uk,1974-10-07,32806,Male,White,,Married-civ-spouse,272.4
T8734448G,Seth,Matzen,MatSeth@gmail.com,1991-09-04,32958,Female,White,Unknown,Never-married,V70.0
T0572824Z,Hailee,Rameres,Hail@outlook.com,1969-12-26,33713,Female,Black,,Divorced,401.9
T9429021Z,Gavin,Perotta,PeG@outlook.gov,1993-08-08,34475,Male,White,Unknown,Never-married,V70.0
G0626514Q,Carter,Kocian,KociaCa@gmail.co.uk,1973-11-13,34219,Male,White,,Married-civ-spouse,244.9
T3088316J,Katherine,Kabba,Kath@live.gov,1997-06-21,32305,Female,Black,Unknown,Never-married,250.00
T2815797E,Dewayne,Schmoldt,Schm@outlook.com,1994-11-09,33161,Male,White,Nonreligious,Never-married,250.00
S0845879J,Malcolm,Chaberek,ChaberMa@live.co.uk,1976-03-23,33486,Female,White,Methodist,Divorced,272.4
S9270809H,Deion,Wanberg,WanbeDeion@outlook.gov,1975-06-22,32060,Male,White,Nonreligious,Married-civ-spouse,427.31
T5362557F,Traci,Stokan,STrac@gmail.com,1945-12-07,33777,Male,White,,Married-civ-spouse,V70.0
S2472819F,Sonia,Dattilio,DattSonia@live.co.uk,1974-10-20,32250,Male,White,Unknown,Married-civ-spouse,401.9
F6624916Q,Raquel,Vorwaller,VorwalleRaqu@hotmail.com,1985-01-09,32825,Male,White,Unknown,Never-married,401.9
G5693594X,Curtis,Draine,DrainC@hotmail.com,1947-03-03,32686,Male,White,,Married-civ-spouse,V70.0
S4286688A,Alesha,Duckwall,DuckwAl@outlook.co.uk,1958-02-07,33573,Male,White,,Married-civ-spouse,272.4
G3927153L,Dawson,Wehrly,WehrlyD@hotmail.co.uk,1980-12-27,33909,Female,Black,Roman Catholic,Widowed,244.9
G0848603N,Tyson,Beverley,Bev@live.gov,1985-08-03,32701,Male,White,Baptist,Married-civ-spouse,401.9
T1882148F,Pedro,Kubler,Kub@hotmail.co.uk,1996-08-20,32570,Female,Other,Roman Catholic,Never-married,272.4
S1216701F,Alfonso,Timinsky,TimAlfons@gmail.co.uk,1975-03-15,33433,Female,White,Baptist,Never-married,V70.0
G2748203K,Carlee,Wayts,WaytsCarle@live.gov,1981-10-24,34786,Male,White,,Married-civ-spouse,401.9
G3346388W,German,Blonder,BlonderGerma@live.com,1954-12-05,33647,Male,White,,Married-civ-spouse,530.81
F7589586X,Dayna,Bua,BDay@hotmail.co.uk,1988-10-04,33446,Female,White,Unknown,Never-married,311
G5726426T,Garrison,Kulesa,KulGar@outlook.gov,1989-03-05,34691,Male,White,,Married-civ-spouse,401.1
T7979221G,Nichole,Mettlen,Me@live.com,1999-03-07,33843,Male,White,Unknown,Never-married,250.00
S2505884D,Nelson,Racioppo,RaNels@gmail.com,1981-11-21,32712,Male,White,,Divorced,244.9
F5306745W,Hollie,Gottron,Hollie@hotmail.co.uk,1971-08-21,33157,Female,White,Nonreligious,Married-civ-spouse,V70.0
T6849385D,Jada,Omundson,Omundson@outlook.gov,1972-03-12,33172,Female,White,Presbyterian,Divorced,401.9
T9974372G,Angelique,Quickle,QuAngel@hotmail.com,1989-10-20,34655,Female,Asian,Unknown,Never-married,401.1
S3343641F,Nikole,Faunce,@hotmail.com,1965-04-08,32333,Male,White,,Married-civ-spouse,250.00
F5856830U,Leroy,Unrath,Unrat@hotmail.com,1967-07-25,32963,Female,White,Methodist,Widowed,427.31
S8969398E,Deanna,Demuro,DemurDeann@gmail.co.uk,1952-12-27,34202,Male,White,Unknown,Married-civ-spouse,272.4
F3162489N,Catalina,Katen,KatenCatalina@hotmail.gov,1962-01-09,32097,Male,White,,Divorced,244.9
S7483358F,Toni,Kristek,KristekT@hotmail.gov,1973-04-18,33860,Male,Other,,Married-civ-spouse,250.00
S7443513J,Kyla,Rodi,Ro@outlook.gov,1984-01-25,32547,Male,White,Nonreligious,Divorced,401.9
T3654460J,Dion,Mcbrayer,McbraD@outlook.com,1980-07-08,33036,Male,Black,Unknown,Never-married,401.9
T4095932G,Infant,Jurewicz,Jurewicz@live.com,1990-01-12,34638,Male,Asian,Roman Catholic,Never-married,401.9
T5391289C,Kalie,Yamakawa,YamakKali@hotmail.com,1979-11-04,34691,Male,White,Unknown,Married-civ-spouse,427.31
G5055812Q,Rickey,Lamboy,LaRic@hotmail.co.uk,1978-06-21,32707,Female,White,Unknown,Divorced,250.00
T0427337J,Jack,Newtown,@outlook.co.uk,1990-07-21,33029,Male,White,Unknown,Married-civ-spouse,401.1
G1049897W,Suzanne,Kealoha,KealSuzanne@outlook.gov,1966-03-08,33009,Male,White,Nonreligious,Married-civ-spouse,401.1
S3556510H,Ricardo,Lichtenberg,LiRica@live.co.uk,1969-12-25,33908,Male,White,Roman Catholic,Married-civ-spouse,427.31
F2741590M,Marcus,Hamler,HMarcu@hotmail.co.uk,1974-08-19,32713,Female,White,Unknown,Divorced,401.9
G4090519R,Ashton,Klosinski,KlosAshto@outlook.gov,1950-03-22,32828,Female,Black,Roman Catholic,Widowed,250.00
T7657186D,Corinne,Hartigan,HartiCor@outlook.gov,1973-05-05,33434,Female,Black,,Separated,V70.0
T7597988F,Brody,Warila,Wari@outlook.gov,1979-08-17,32309,Male,White,Pentecostal,Married-civ-spouse,250.00
G8251471Q,Walter,Swamm,Swamm@live.com,1979-10-13,33157,Female,White,Unknown,Divorced,V70.0
T1545355I,Edmund,Bruderer,BruderEdm@gmail.co.uk,1991-11-17,34103,Female,White,,Never-married,272.4
F0980629Q,Jessy,Wischmeier,Wisc@hotmail.co.uk,1987-11-10,32951,Male,White,Unknown,Married-civ-spouse,427.31
T0170840F,Elyse,Rey,RElys@outlook.gov,1953-10-07,32566,Male,White,Unknown,Married-civ-spouse,250.00
T4495844I,Lester,Oliveri,Les@outlook.com,1966-11-02,32778,Male,White,Nonreligious,Married-civ-spouse,244.9
T8243788F,Shayla,Magri,MShayla@gmail.com,1974-07-15,32163,Male,White,Protestant,Never-married,272.4
G5557385U,Sasha,Mcgwier,McgwieSasha@gmail.com,1984-11-07,34232,Male,White,,Never-married,427.31
G5184946U,Shawna,Papich,Shawn@gmail.com,1974-11-12,33853,Male,White,Unknown,Married-civ-spouse,244.9
F9459025Q,Yolanda,Burgert,BurgYo@gmail.co.uk,1975-04-04,34292,Male,White,,Married-civ-spouse,V70.0
T6604784I,Kalyn,Manzie,Ka@gmail.co.uk,1991-05-21,33830,Male,White,,Never-married,V70.0
T7872802G,Terra,Perciful,Perciful@outlook.com,1951-08-18,32401,Male,White,Nonreligious,Married-civ-spouse,427.31
F0965882M,Eliza,Loerwald,LEli@gmail.com,1984-10-27,32421,Male,White,,Married-civ-spouse,401.9
S4615561J,Faith,Erazo,Eraz@outlook.com,1984-09-18,32966,Male,White,Roman Catholic,Never-married,401.1
F8450610U,Carlos,Hyzer,HyzeCa@live.co.uk,1992-08-29,34112,Male,White,,Married-civ-spouse,427.31
F0554621N,Hailey,Genovese,GenoveseHa@live.gov,1965-07-21,32811,Female,White,Unknown,Divorced,V58.69
T1968795C,Tucker,Wheelis,WheeliT@outlook.com,1949-02-20,32505,Female,Black,Unknown,Never-married,V70.0
S1482400F,Duncan,Oshima,Duncan@gmail.com,1988-05-05,34953,Female,White,,Married-spouse-absent,272.4
F9204088R,Eboni,Calzada,Calz@outlook.co.uk,1984-03-25,32583,Male,White,Unknown,Married-civ-spouse,401.9
F7041550W,Marlene,Stimus,StiMarl@outlook.gov,1939-11-20,34984,Male,White,Buddhist,Married-civ-spouse,272.4
S2754697H,Shyanne,Vian,Via@live.com,1969-09-22,33186,Female,White,Roman Catholic,Divorced,311
F5721892N,Princess,Grohowski,GrohPrince@hotmail.com,1990-06-12,32404,Male,White,Unknown,Never-married,250.00
S5123781A,Jodie,Zuehlke,ZJod@outlook.gov,1996-03-22,32224,Male,White,Jehovah's Witness,Never-married,V70.0
S1085788J,Rene,Acierno,AciR@outlook.com,1959-07-12,33446,Male,Black,,Married-civ-spouse,250.00
S6499940J,Reese,Mcsween,McsweeRe@gmail.co.uk,1976-09-25,33165,Male,White,Unknown,Married-civ-spouse,427.31
F0040553K,Alisha,Cervera,CeAlish@live.co.uk,1966-04-03,32071,Male,White,Nonreligious,Married-civ-spouse,427.31
T1871480I,Gilbert,Denicola,DenicolaGilb@outlook.co.uk,1997-05-28,33704,Male,White,Other,Married-civ-spouse,401.9
T2012187D,Jodi,Raad,RaJo@hotmail.com,1962-08-28,32118,Male,White,,Married-civ-spouse,401.9
G3725654N,Alvaro,Sauveur,Sauve@outlook.co.uk,1965-02-22,32606,Male,White,Roman Catholic,Married-civ-spouse,401.1
F0864041Q,Irma,Daramola,Daramola@hotmail.gov,1965-05-11,32025,Male,White,,Married-civ-spouse,401.1
S8856663G,Nathalie,Shetlar,ShetNathalie@hotmail.gov,1978-01-25,34287,Male,White,Unknown,Married-civ-spouse,401.9
F8461409L,Tanya,Hausler,HausleT@gmail.co.uk,1948-07-24,33161,Male,White,Baptist,Married-civ-spouse,250.00
S2964126I,Cori,Anno,Cori@hotmail.com,1999-11-20,33313,Female,White,Baptist,Never-married,401.9
F5033276N,Keenan,Kuter,Kuter@live.gov,1984-08-27,32505,Male,White,Christian,Never-married,401.1
F9929567T,Gary,Habisch,HabischGa@hotmail.com,1987-08-01,33916,Male,White,Unknown,Married-civ-spouse,401.9
S3642953D,Marlee,Newmark,NeMarlee@live.co.uk,1974-06-30,33167,Male,White,,Divorced,427.31
T3789406J,Norma,Lucear,LucNo@live.gov,1976-11-20,32221,Female,White,Unknown,Divorced,250.00
S5485763B,Jameson,Prass,PrassJameson@hotmail.co.uk,1989-10-05,33426,Male,White,Unknown,Married-civ-spouse,272.4
F4019175P,April,Sivils,SiviApri@hotmail.co.uk,1994-07-09,33805,Female,White,Unknown,Never-married,401.9
T2732324C,Malcolm,Fava,FavMalco@live.co.uk,1958-06-01,32696,Female,White,Unknown,Widowed,250.00
G7142333Q,Kiley,Cupstid,CKiley@live.com,1955-02-06,33015,Male,White,Roman Catholic,Married-civ-spouse,V70.0
S7436129C,Alexandria,Hayase,Alex@outlook.gov,1974-09-20,34654,Female,Black,Unknown,Married-civ-spouse,401.1
T0927914H,Clara,Visco,ViClara@gmail.co.uk,1967-12-01,32226,Male,Asian,,Married-spouse-absent,V70.0
S3252662D,Faith,Yerry,Yerry@outlook.gov,1975-03-11,33445,Male,White,Roman Catholic,Married-civ-spouse,272.4
G4529735R,Arron,Picart,PicarArron@outlook.co.uk,1973-05-29,33177,Female,Black,Unknown,Divorced,401.9
G7135667K,Steve,Sinrich,SinricSte@outlook.co.uk,1970-05-11,32413,Male,White,Unknown,Divorced,530.81
G6977667K,Charlotte,Obergfell,Obergfel@hotmail.com,1988-04-05,32308,Male,White,Unknown,Married-civ-spouse,272.4
T3718460H,Shea,Servino,ServinoSh@hotmail.gov,1977-11-08,32256,Male,White,Unknown,Married-civ-spouse,272.4
G1092321L,Liliana,Thruston,ThLil@outlook.com,1966-05-31,32136,Male,White,Unknown,Married-civ-spouse,427.31
G3437072U,Owen,Rattay,Rat@hotmail.gov,1959-05-09,33615,Male,White,Nonreligious,Married-spouse-absent,250.00
S8262971H,Jess,Devich,DevicJe@live.com,1969-12-05,33606,Female,White,Protestant,Married-civ-spouse,401.9
F8034387Q,Armani,Muysenberg,MuyseArma@live.co.uk,1937-01-09,32327,Male,White,Methodist,Married-civ-spouse,401.9
S1455612E,Enrique,Delmendo,DelmeEnr@live.co.uk,1976-12-08,33446,Female,White,,Married-civ-spouse,250.00
F8193223U,Shanice,Massay,MaSha@hotmail.co.uk,1981-02-23,33770,Male,Asian,Unknown,Married-civ-spouse,244.9
T5614882E,Francheska,Noteboom,NFranch@live.co.uk,1981-02-15,32909,Male,White,,Married-civ-spouse,244.9
S4178496B,Zane,Stonebraker,Stonebra@live.com,1986-01-28,33437,Male,White,,Married-civ-spouse,401.9
F7483429U,Leslie,Kolts,KoLesl@gmail.com,1990-10-04,32808,Male,Black,Muslim,Never-married,272.4
S2087125C,Jalisa,Coren,CJalisa@gmail.com,1967-01-31,33462,Female,Black,,Never-married,244.9
F2028336W,Dwight,Paith,PaDwigh@hotmail.gov,1968-11-07,32068,Male,White,Unknown,Married-civ-spouse,V58.69
S5022030C,Frederick,Malnar,Frederick@gmail.com,1994-01-21,32832,Male,White,Unknown,Never-married,244.9
G1731248X,Alysha,Nicewarner,NiAlys@live.gov,1994-05-09,33611,Female,White,,Never-married,401.9
G7746895K,Desiree,Klakowicz,KlakowiDesiree@hotmail.co.uk,1966-04-28,33157,Female,Black,,Separated,250.00
F1831748Q,Maya,Bingaman,Bin@hotmail.co.uk,1969-09-07,34119,Male,White,Unknown,Married-civ-spouse,401.9
T4909457D,Cristina,Arguellez,ArgueCrist@gmail.co.uk,1980-10-03,33013,Male,White,,Married-civ-spouse,272.4
G9055499U,Victor,Ours,Victor@hotmail.com,1972-03-20,33621,Male,White,,Married-civ-spouse,530.81
F5571211P,Ty,Heasley,HeaslTy@hotmail.gov,1943-10-19,33139,Female,White,Unknown,Widowed,250.00
S9060119I,Elvis,Laukitis,LaukiE@hotmail.gov,1992-08-10,34473,Female,Asian,,Never-married,244.9
S9446880I,Jaleel,Gartrell,GartreJale@hotmail.com,1982-07-08,33872,Male,White,,Married-civ-spouse,401.1
F3087123P,Kimberlee,Korby,KKi@gmail.co.uk,1979-04-13,32208,Male,Asian,Unknown,Married-civ-spouse,V70.0
S1006872Z,Skyler,Pyscher,PyscSkyle@outlook.com,1988-09-05,34652,Female,White,Baptist,Married-civ-spouse,530.81
T6835780B,Hillary,Krohn,KrohHilla@gmail.com,1970-07-14,33012,Female,White,Unknown,Married-civ-spouse,427.31
T3721147H,Vaughn,Coder,Co@live.co.uk,1996-07-03,33165,Female,White,Unknown,Never-married,272.4
